,Dyad,Session,Period,P1,P2,Time_begin,Time_end,Duration,SV_Tutor,SV_Tutee,PR_Tutor,PR_Tutee,SD_Tutor,SD_Tutee
10358,3,2,T1 ,yeah,,11:12.0,11:12.0,00:00.0,,,,,,
10359,3,2,T1 ,,time eight over three,11:14.0,11:19.0,00:05.0,,,,,,
10360,3,2,T1 ,,and then that's over one so fourteen times eight,11:20.0,11:23.0,00:03.0,,,,,,
10361,3,2,T1 ,,oh gosh what is fourteen times eight,11:25.0,11:26.0,00:01.0,,,,,,
10362,3,2,T1 ,see pause filler seven time eight is fifty-six,,11:27.0,11:29.0,00:02.0,,,,,,
10363,3,2,T1 ,fifty-six times two a hundred and twelve,,11:29.0,11:32.0,00:03.0,,,,,,
10364,3,2,T1 ,,all right thank you,11:33.0,11:35.0,00:02.0,,,,,,
10365,3,2,T1 ,,over three,11:35.0,11:37.0,00:02.0,,,,,,
10366,3,2,T1 ,,,11:38.0,13:35.0,01:57.0,,,,,,
10367,3,2,T1 ,yeah,,11:38.0,11:38.0,00:00.0,,,,,,
10368,3,2,T1 ,,all right so next up,11:38.0,11:41.0,00:03.0,,,,,,
10369,3,2,T1 ,,okay so,11:43.0,11:44.0,00:01.0,,,,,,
10370,3,2,T1 ,okay yeah for this one this one you just have you're adding an extra step to it,,11:46.0,11:52.0,00:06.0,,,,,,
10371,3,2,T1 ,so the first thing want to do is make sure y is alone on this,,11:52.0,11:56.0,00:04.0,,,,,,
10372,3,2,T1 ,,all right so you're adding eighteen to both sides,11:57.0,12:04.0,00:07.0,,,,,,
10373,3,2,T1 ,,so that will equal seventy right,12:05.0,12:10.0,00:05.0,,,,,,
10374,3,2,T1 ,pause filler yeah,,12:10.0,12:10.0,00:00.0,,,,,,
10375,3,2,T1 ,,so seventy negative two thirds y sorry my writing is so messy equals seventy,12:12.0,12:24.0,00:12.0,,SV,,,,
10376,3,2,T1 ,,so you want to do seventy times wait three,12:26.0,12:37.0,00:11.0,,,,,,
10377,3,2,T1 ,yeah you wanted to make sure there's a three,,12:37.0,12:38.0,00:01.0,,,,,,
10378,3,2,T1 ,,yeah wait let me go back,12:38.0,12:49.0,00:11.0,,,,,,
10379,3,2,T1 ,okay you want to just multiply,,12:51.0,12:54.0,00:03.0,,,,,,
10380,3,2,T1 ,,seven times two equals (inaudible),12:54.0,13:04.0,00:10.0,,,,,,
10381,3,2,T1 ,,and then that would equal to one hundred five,13:08.0,13:14.0,00:06.0,,,,,,
10382,3,2,T1 ,yeah maybe you could probably just put a y equals,,13:14.0,13:17.0,00:03.0,,,,,,
10383,3,2,T1 ,,yeah so finally it's our y equals one hundred,13:18.0,13:25.0,00:07.0,,,,,,
10384,3,2,T1 ,except one thing you forgot to do is,,13:25.0,13:27.0,00:02.0,,,,,,
10385,3,2,T1 ,I'm pretty sure the one o five would be a negative because yeah,,13:27.0,13:32.0,00:05.0,,,,,,
10386,3,2,T1 ,you know y was a negative so,,13:33.0,13:35.0,00:02.0,,,,,,
10387,3,2,T1 ,,all right next up,13:35.0,13:40.0,00:05.0,,,,,,
10388,3,2,T1 ,,,13:35.0,14:31.0,00:56.0,,,,,,
10389,3,2,T1 ,,all right so same thing here,13:42.0,13:47.0,00:05.0,,,,,,
10390,3,2,T1 ,yeah,,13:47.0,13:48.0,00:01.0,,,,,,
10391,3,2,T1 ,,so you would want to do minus thirteen on both sides,13:48.0,13:54.0,00:06.0,,,,,,
10392,3,2,T1 ,,and that would equal one x equals thirty-one,13:55.0,14:07.0,00:12.0,,,,,,
10393,3,2,T1 ,,then thirty-one over three times two over one equals sixty-two,14:08.0,14:16.0,00:08.0,,,,,,
10394,3,2,T1 ,yep,,14:16.0,14:16.0,00:00.0,,,,,,
10395,3,2,T1 ,,so would it be x equals sixty-two then,14:19.0,14:25.0,00:06.0,,,,,,
10396,3,2,T1 ,yeah as you said,,14:25.0,14:26.0,00:01.0,,,,,,
10397,3,2,T1 ,because you can't really do you could divide it by one but that would still be a sixty-two,,14:27.0,14:31.0,00:04.0,,,,,,
10398,3,2,T1 ,,yeah okay so this is a little bit different because it's like on the other side,14:31.0,14:40.0,00:09.0,,,,,,
10399,3,2,T1 ,,,14:31.0,16:14.0,01:43.0,,,,,,
10400,3,2,T1 ,,but it's still the same so,14:40.0,14:42.0,00:02.0,,,,,,
10401,3,2,T1 ,yeah,,14:42.0,14:43.0,00:01.0,,,,,,
10402,3,2,T1 ,,add sixteen to both sides so then you I'm just going to flip this around so three,14:43.0,14:53.0,00:10.0,,,,,,
10403,3,2,T1 ,,actually I'm just going to go six over three equals,14:55.0,15:00.0,00:05.0,,,,,,
10404,3,2,T1 ,,my gosh it's not even showing up,15:00.0,15:06.0,00:06.0,,,,,,
10405,3,2,T1 ,it's not,,15:07.0,15:07.0,00:00.0,,,,,,
10406,3,2,T1 ,,wait one second,15:08.0,15:09.0,00:01.0,,,,,,
10407,3,2,T1 ,,this tip like lagging,15:10.0,15:11.0,00:01.0,,,,,,
10408,3,2,T1 ,okay,,15:12.0,15:13.0,00:01.0,,,,,,
10409,3,2,T1 ,,forty-seven over pause filler,15:15.0,15:19.0,00:04.0,,,,,,
10410,3,2,T1 ,,so then oh gosh what's six times forty-seven,15:20.0,15:23.0,00:03.0,,,,,,
10411,3,2,T1 ,pause filler well one thing you could do let's see wait (inaudible),,15:23.0,15:26.0,00:03.0,,,,,,
10412,3,2,T1 ,I guess before you do that you maybe you could simplify pause filler the sixty over three to like two,,15:26.0,15:36.0,00:10.0,,,,,,
10413,3,2,T1 ,that might help you,,15:37.0,15:38.0,00:01.0,,,,,,
10414,3,2,T1 ,,oh yeah so three over one so forty-seven time two equals pause filler fifty-four right,15:38.0,15:49.0,00:11.0,,,,,,
10415,3,2,T1 ,well not times two forty-seven would be eighty but mostly fourteen ninety-four because it wouldn't,,15:51.0,16:01.0,00:10.0,,,,,,
10416,3,2,T1 ,,yeah so ninety-four and then pause filler,16:01.0,16:08.0,00:07.0,,,,,,
10417,3,2,T1 ,,that would be over that would just be ninety-four,16:08.0,16:12.0,00:04.0,,,,,,
10418,3,2,T1 ,,so x equals ninety-four,16:12.0,16:14.0,00:02.0,,,,,,
10419,3,2,T1 ,,I haven't done the reciprocal for a long time,16:19.0,16:21.0,00:02.0,,,,,,
10420,3,2,T1 ,,so that's why I'm just,16:21.0,16:24.0,00:03.0,,,,,,
10421,3,2,T1 ,it is fun,,16:25.0,16:26.0,00:01.0,SV,,,,,
10422,3,2,T1 ,,,16:26.0,18:40.0,02:14.0,,,,,,
10423,3,2,T1 ,,so big numbers now,16:26.0,16:28.0,00:02.0,,,,,,
10424,3,2,T1 ,,minus,16:28.0,16:29.0,00:01.0,,,,,,
10425,3,2,T1 ,yeah,,16:31.0,16:31.0,00:00.0,,,,,,
10426,3,2,T1 ,,forty-eight so,16:32.0,16:33.0,00:01.0,,,,,,
10427,3,2,T1 ,yeah so you want to subtract,,16:33.0,16:43.0,00:10.0,,,,,,
10428,3,2,T1 ,,would that be forty-nine,16:43.0,16:47.0,00:04.0,,,,,,
10429,3,2,T1 ,yeah,,16:48.0,16:48.0,00:00.0,,,,,,
10430,3,2,T1 ,,all right,16:48.0,16:49.0,00:01.0,,,,,,
10431,3,2,T1 ,,all right so so that would be five over twelve there,16:52.0,17:01.0,00:09.0,,,,,,
10432,3,2,T1 ,yeah,,17:01.0,17:02.0,00:01.0,,,,,,
10433,3,2,T1 ,,here I'm just going to,17:03.0,17:05.0,00:02.0,,,,,,
10434,3,2,T1 ,yeah okay,,17:14.0,17:15.0,00:01.0,,,,,,
10435,3,2,T1 ,and that would be a y right (inaudible),,17:15.0,17:17.0,00:02.0,,,,,,
10436,3,2,T1 ,,all right so forty-nine times five,17:17.0,17:23.0,00:06.0,,,,,,
10437,3,2,T1 ,,I wish there was a calculator gosh,17:23.0,17:26.0,00:03.0,,SV,,,,
10438,3,2,T1 ,I know,,17:26.0,17:26.0,00:00.0,SV,,,,,
10439,3,2,T1 ,,so nine times five equals pause filler forty-five sorry forty-five,17:27.0,17:38.0,00:11.0,,,,,,
10440,3,2,T1 ,forty-five,,17:39.0,17:40.0,00:01.0,,,,,,
10441,3,2,T1 ,and that equals to a hundred well,,17:40.0,17:43.0,00:03.0,,,,,,
10442,3,2,T1 ,,one hundred sixty-five,17:45.0,17:47.0,00:02.0,,,,,,
10443,3,2,T1 ,no wait that wait,,17:48.0,17:49.0,00:01.0,,,,,,
10444,3,2,T1 ,forty-five does a hundred and forty-five,,17:49.0,17:51.0,00:02.0,,,,,,
10445,3,2,T1 ,because forty times five equals two hundred so,,17:51.0,17:57.0,00:06.0,,,,,,
10446,3,2,T1 ,,are you sure it's not a hundred sixty-five,17:57.0,18:04.0,00:07.0,,,,,,
10447,3,2,T1 ,wait maybe,,18:04.0,18:05.0,00:01.0,,,,,,
10448,3,2,T1 ,oh wait yeah it's forty-nine,,18:05.0,18:09.0,00:04.0,,,,,,
10449,3,2,T1 ,yeah forty-nine times five equals five okay,,18:09.0,18:14.0,00:05.0,,,,,,
10450,3,2,T1 ,that's like okay so that's your five right pause filler,,18:15.0,18:19.0,00:04.0,,,,,,
10451,3,2,T1 ,so you have four over pause filler,,18:20.0,18:21.0,00:01.0,,,,,,
10452,3,2,T1 ,then as you go like that because you have to have zero there,,18:23.0,18:31.0,00:08.0,,,,,,
10453,3,2,T1 ,and that's yeah,,18:31.0,18:32.0,00:01.0,,,,,,
10454,3,2,T1 ,so it would be two hundred forty-five and pause filler five (inaudible),,18:32.0,18:40.0,00:08.0,,,,,,
10455,3,2,T1 ,,all right next page,18:40.0,18:43.0,00:03.0,,,,,,
10456,3,2,T1 ,,,18:40.0,23:55.0,05:15.0,,,,,,
10457,3,2,T1 ,,oh gosh all right,18:43.0,18:44.0,00:01.0,,,,,,
10458,3,2,T1 ,,so this one is going to be plus sixty-one to both sides,18:45.0,18:51.0,00:06.0,,,,,,
10459,3,2,T1 ,yup,,18:51.0,18:51.0,00:00.0,,,,,,
10460,3,2,T1 ,,and then you also want to add the two ys y thing right,18:51.0,18:57.0,00:06.0,,,,,,
10461,3,2,T1 ,,because that's like (inaudible),18:58.0,18:59.0,00:01.0,,,,,,
10462,3,2,T1 ,yeah so yeah,,18:59.0,19:00.0,00:01.0,,,,,,
10463,3,2,T1 ,because there is two ones I really want one,,19:00.0,19:05.0,00:05.0,,,,,,
10464,3,2,T1 ,,what just happened,19:05.0,19:07.0,00:02.0,,,,,,
10465,3,2,T1 ,wait a minute,,19:07.0,19:08.0,00:01.0,,,,,,
10466,3,2,T1 ,so would you really want to so wait which side would you want to have your y on before you do this,,19:08.0,19:17.0,00:09.0,,,,,,
10467,3,2,T1 ,,pause filler I guess this side,19:19.0,19:21.0,00:02.0,,,,,,
10468,3,2,T1 ,,like this side over here,19:21.0,19:23.0,00:02.0,,,,,,
10469,3,2,T1 ,oh so for that you'd have to subtract the y pause filler,,19:24.0,19:27.0,00:03.0,,,,,,
10470,3,2,T1 ,no so that would be harder than adding the y over here,,19:27.0,19:32.0,00:05.0,,,,,,
10471,3,2,T1 ,because I guess if you add it over here then you would get pause filler,,19:32.0,19:37.0,00:05.0,,,,,,
10472,3,2,T1 ,oh wait (inaudible),,19:37.0,19:37.0,00:00.0,,,,,,
10473,3,2,T1 ,huh huh,,19:37.0,19:38.0,00:01.0,,,,,,
10474,3,2,T1 ,I guess it doesn't make a difference,,19:39.0,19:47.0,00:08.0,,,,,,
10475,3,2,T1 ,but the y would be you'd have the negative y if you do it this way,,19:47.0,19:52.0,00:05.0,,,,,,
10476,3,2,T1 ,or you have a positive y if you did it that way,,19:52.0,19:55.0,00:03.0,,,,,,
10477,3,2,T1 ,so that yeah it doesn't matter that much,,19:56.0,19:58.0,00:02.0,,,,,,
10478,3,2,T1 ,so I guess yeah,,19:58.0,19:59.0,00:01.0,,,,,,
10479,3,2,T1 ,,just work through the first step really quick because I'm confused just,20:00.0,20:04.0,00:04.0,,,,,,
10480,3,2,T1 ,,I'm sorry,20:04.0,20:05.0,00:01.0,,,,,,
10481,3,2,T1 ,yeah pause filler,,20:05.0,20:08.0,00:03.0,,,,,,
10482,3,2,T1 ,yeah not subtracting sixty-one I mean this one is like a smaller one so I mean,,20:08.0,20:15.0,00:07.0,,,,,,
10483,3,2,T1 ,usually we'll do the one that was smaller but it doesn't matter exactly,,20:15.0,20:20.0,00:05.0,,,,,,
10484,3,2,T1 ,,well this one is smaller right,20:23.0,20:24.0,00:01.0,,,,,,
10485,3,2,T1 ,,oh yeah so,20:24.0,20:25.0,00:01.0,,,,,,
10486,3,2,T1 ,I mean when I add the sixty-five just sixty-one yeah,,20:25.0,20:31.0,00:06.0,,,,,,
10487,3,2,T1 ,,all right so twenty-five,20:33.0,20:34.0,00:01.0,,,,,,
10488,3,2,T1 ,eight-six,,20:39.0,20:40.0,00:01.0,,,,,,
10489,3,2,T1 ,,yeah,20:40.0,20:41.0,00:01.0,,,,,,
10490,3,2,T1 ,okay,,20:55.0,20:56.0,00:01.0,,,,,,
10491,3,2,T1 ,,oh wait no that's equals,20:56.0,20:58.0,00:02.0,,,,,,
10492,3,2,T1 ,,oh my gosh,20:58.0,20:59.0,00:01.0,,,,,,
10493,3,2,T1 ,,I'll just,21:00.0,21:00.0,00:00.0,,,,,,
10494,3,2,T1 ,,and then pause filler,21:01.0,21:07.0,00:06.0,,,,,,
10495,3,2,T1 ,,so then you would sub you would oh so how do you add this then,21:10.0,21:22.0,00:12.0,,,,,,
10496,3,2,T1 ,,because it's like,21:22.0,21:23.0,00:01.0,,,,,,
10497,3,2,T1 ,oh wait,,21:23.0,21:24.0,00:01.0,,,,,,
10498,3,2,T1 ,so you want to get rid of the wait so now you want to subtract the y right,,21:24.0,21:29.0,00:05.0,,,,,,
10499,3,2,T1 ,because you only have y on one side,,21:29.0,21:30.0,00:01.0,,,,,,
10500,3,2,T1 ,and so if you got rid of that y,,21:31.0,21:33.0,00:02.0,,,,,,
10501,3,2,T1 ,then you would have like a zero so,,21:33.0,21:37.0,00:04.0,,,,,,
10502,3,2,T1 ,,so would that be negative six over six y then,21:37.0,21:44.0,00:07.0,,,,,,
10503,3,2,T1 ,pause filler six,,21:44.0,21:44.0,00:00.0,,,,,,
10504,3,2,T1 ,wait,,21:44.0,21:45.0,00:01.0,,,,,,
10505,3,2,T1 ,,like what is going to get six over seven minus one,21:46.0,21:54.0,00:08.0,,,,,,
10506,3,2,T1 ,,because y is one basically,21:54.0,21:55.0,00:01.0,,,,,,
10507,3,2,T1 ,well so when you're subtracting that y the y pause filler is really just can be pause filler a negative seven over seven y right,,21:56.0,22:09.0,00:13.0,,,,,,
10508,3,2,T1 ,so then it would just be a negative thirteen over seven y when you subtract them together,,22:09.0,22:20.0,00:11.0,,,,,,
10509,3,2,T1 ,,all right,22:21.0,22:25.0,00:04.0,,,,,,
10510,3,2,T1 ,,so,22:25.0,22:25.0,00:00.0,,,,,,
10511,3,2,T1 ,so then once you have that y,,22:29.0,22:32.0,00:03.0,,,,,,
10512,3,2,T1 ,you have that,,22:39.0,22:46.0,00:07.0,,,,,,
10513,3,2,T1 ,and then you just want to multiply it by seven over thirteen,,22:46.0,22:52.0,00:06.0,,,,,,
10514,3,2,T1 ,mm-hmm that's lovely,,22:52.0,22:54.0,00:02.0,,,,LPP,,
10515,3,2,T1 ,,so what's eighty-six times seven,22:55.0,22:59.0,00:04.0,,,,,,
10516,3,2,T1 ,pause filler I don't know,,22:59.0,23:02.0,00:03.0,,,,,,
10517,3,2,T1 ,okay (inaudible) okay eight six times seven two two,,23:02.0,23:08.0,00:06.0,,,,,,
10518,3,2,T1 ,and for the four (inaudible) six fifty-six plus four sixty-eight pause filler,,23:08.0,23:19.0,00:11.0,,,,,,
10519,3,2,T1 ,maybe six hundred and two,,23:19.0,23:23.0,00:04.0,,,,,,
10520,3,2,T1 ,,all right that's so close so six hundred two and then pause filler that is over negative thirteen,23:23.0,23:38.0,00:15.0,,,,,,
10521,3,2,T1 ,yeah,,23:40.0,23:41.0,00:01.0,,,,,,
10522,3,2,T1 ,,like I'm just going to go with that you know (laughter),23:41.0,23:50.0,00:09.0,,,,,,
10523,3,2,T1 ,put a little negative sign then,,23:51.0,23:53.0,00:02.0,,,,,,
10524,3,2,T1 ,there we go,,23:54.0,23:55.0,00:01.0,,,,,,
10525,3,2,T1 ,,all right let's move onto the next one,23:55.0,23:59.0,00:04.0,,,,,,
10526,3,2,T1 ,,,23:56.0,28:26.0,04:30.0,,,,,,
10527,3,2,T1 ,,all right so let's just start off by adding a two,23:59.0,24:08.0,00:09.0,,,,,,
10528,3,2,T1 ,,so this cancels out then it,24:20.0,24:24.0,00:04.0,,,,,,
10529,3,2,T1 ,and then you just have,,24:30.0,24:31.0,00:01.0,,,,,,
10530,3,2,T1 ,,one hundred yeah (laughter) so,24:31.0,24:36.0,00:05.0,,,,,,
10531,3,2,T1 ,yep,,24:34.0,24:34.0,00:00.0,,,,,,
10532,3,2,T1 ,you have,,24:37.0,24:37.0,00:00.0,,,,,,
10533,3,2,T1 ,,plus ten over third x,24:39.0,24:42.0,00:03.0,,,,,,
10534,3,2,T1 ,,and then negative eleven x is left over on the other side,24:42.0,24:46.0,00:04.0,,,,,,
10535,3,2,T1 ,,so now you want to add eleven x right,24:47.0,24:53.0,00:06.0,,,,,,
10536,3,2,T1 ,,so then would that be if you're adding eleven x would that be,24:54.0,25:00.0,00:06.0,,,,,,
10537,3,2,T1 ,pause filler wait if you're adding wait if you're adding elevenx,,25:00.0,25:10.0,00:10.0,,,,,,
10538,3,2,T1 ,,would that be eleven and then ten over three,25:10.0,25:14.0,00:04.0,,,,,,
10539,3,2,T1 ,okay if you're going to do that then on the other side you have zero equals scribble,,25:15.0,25:24.0,00:09.0,,,,,,
10540,3,2,T1 ,so then you only want you want to have x on one side and the hundred on the other,,25:25.0,25:33.0,00:08.0,,,,,,
10541,3,2,T1 ,so you don't want to do that,,25:33.0,25:37.0,00:04.0,,,,,,
10542,3,2,T1 ,you would either have to pause filler put the hundred on the other side or,,25:37.0,25:41.0,00:04.0,,,,,,
10543,3,2,T1 ,you would have to subtract your ten x (inaudible),,25:41.0,25:45.0,00:04.0,,,,,,
10544,3,2,T1 ,do you get that,,25:45.0,25:52.0,00:07.0,,,,,,
10545,3,2,T1 ,,all right so pause filler,25:54.0,25:55.0,00:01.0,,,,,,
10546,3,2,T1 ,so which one would you rather do,,25:55.0,26:02.0,00:07.0,,,,,,
10547,3,2,T1 ,so you could either subtract a hundred,,26:03.0,26:06.0,00:03.0,,,,,,
10548,3,2,T1 ,or you could subtract ten x,,26:06.0,26:08.0,00:02.0,,,,,,
10549,3,2,T1 ,the ten x will probably have less steps in here because you already put a hundred on one side,,26:10.0,26:15.0,00:05.0,,,,,,
10550,3,2,T1 ,,all right so subtract ten x,26:15.0,26:18.0,00:03.0,,,,,,
10551,3,2,T1 ,,so that would be negative twenty-one x equals one hundred plus three,26:22.0,26:39.0,00:17.0,,,,,,
10552,3,2,T1 ,wait wait pause filler,,26:41.0,26:43.0,00:02.0,,,,,,
10553,3,2,T1 ,it doesn't look right,,26:45.0,26:49.0,00:04.0,,,,,,
10554,3,2,T1 ,,three x or three,26:50.0,26:51.0,00:01.0,,,,,,
10555,3,2,T1 ,well you pause filler wait one second sorry,,26:53.0,27:02.0,00:09.0,,,,,,
10556,3,2,T1 ,,it's okay,27:02.0,27:04.0,00:02.0,,,,,,
10557,3,2,T1 ,wait a minute pause filler,,27:04.0,27:04.0,00:00.0,,,,,,
10558,3,2,T1 ,I'm sorry I like zoned out for a couple second wait,,27:05.0,27:09.0,00:04.0,,,,,,
10559,3,2,T1 ,so you added the eleven x,,27:09.0,27:13.0,00:04.0,,,,,,
10560,3,2,T1 ,is that what you ended up doing,,27:13.0,27:16.0,00:03.0,,,,,,
10561,3,2,T1 ,,pause filler I well then you say that you could subtract ten x from both sides,27:20.0,27:27.0,00:07.0,,,,,,
10562,3,2,T1 ,yeah so is that what you did,,27:27.0,27:29.0,00:02.0,,,,,,
10563,3,2,T1 ,,yeah so,27:29.0,27:29.0,00:00.0,,,,,,
10564,3,2,T1 ,okay so,,27:29.0,27:29.0,00:00.0,,,,,,
10565,3,2,T1 ,,so negative twenty-one x equals one hundred plus three,27:29.0,27:35.0,00:06.0,,,,,,
10566,3,2,T1 ,no no no,,27:35.0,27:35.0,00:00.0,,,,,,
10567,3,2,T1 ,so your question is would it be a negative twenty-one x,,27:35.0,27:40.0,00:05.0,,,,,,
10568,3,2,T1 ,because you still have to divide it by three,,27:40.0,27:42.0,00:02.0,,,,,,
10569,3,2,T1 ,so I'm pretty sure it won't,,27:42.0,27:43.0,00:01.0,,,,,,
10570,3,2,T1 ,but yeah I'm getting confused,,27:44.0,27:46.0,00:02.0,,,,,,
10571,3,2,T1 ,wait no wait no,,27:46.0,27:49.0,00:03.0,,,,,,
10572,3,2,T1 ,you can't do that yeah because pause filler yeah you can't put the divided by three thing underneath that because that wouldn't work,,27:49.0,27:57.0,00:08.0,,,,,,
10573,3,2,T1 ,so ten over three,,27:58.0,28:02.0,00:04.0,,,,,,
10574,3,2,T1 ,,so you would have to,28:03.0,28:04.0,00:01.0,,,,,,
10575,3,2,T1 ,so your negative eleven x because negative eleven is like over one and,,28:04.0,28:13.0,00:09.0,,,,,,
10576,3,2,T1 ,,wouldn't you multiply it by three x probably,28:13.0,28:16.0,00:03.0,,,,,,
10577,3,2,T1 ,well you're not trying to get rid well you're trying to get rid on that side by subtraction not multiplication,,28:17.0,28:23.0,00:06.0,,,,,,
10578,3,2,T1 ,so what you can do,,28:24.0,28:26.0,00:02.0,,,,,,
10579,3,2,T1 ,,It's going good,28:27.0,28:30.0,00:03.0,,,,,,
10580,3,2,T1 ,,all right,28:33.0,28:34.0,00:01.0,,,,,,
10581,3,2,T1 ,,okay,28:49.0,28:50.0,00:01.0,,,,,,
10582,3,2,T1 ,okay,,28:51.0,28:52.0,00:01.0,,,,,,
10583,3,2,T1 ,okay,,28:58.0,28:59.0,00:01.0,,,,,,
10584,3,2,S2 ,,,29:35.0,35:39.0,06:04.0,,,,,,
10585,3,2,S2 ,,okay,29:36.0,29:36.0,00:00.0,,,,,,
10586,3,2,S2 ,,what did you get,29:36.0,29:41.0,00:05.0,,,,,QE,
10587,3,2,S2 ,Skittles as well,,29:41.0,29:48.0,00:07.0,,,,,,
10588,3,2,S2 ,I haven't had Skittles in like forever,,29:48.0,29:52.0,00:04.0,,,,,,SD
10589,3,2,S2 ,,me neither,29:52.0,29:53.0,00:01.0,,,,,,
10590,3,2,S2 ,huh that is somewhat weird,,29:54.0,30:05.0,00:11.0,,,,,,
10591,3,2,S2 ,on the back it says a blue one is blue raspberry,,30:07.0,30:17.0,00:10.0,,,,,,
10592,3,2,S2 ,but it doesn't say like blue raspberry,,30:17.0,30:19.0,00:02.0,,,,,,
10593,3,2,S2 ,it just says raspberry,,30:19.0,30:20.0,00:01.0,,,,,,
10594,3,2,S2 ,,okay so you know what like those marshmallow Peeps are right,30:20.0,30:25.0,00:05.0,,,,,QE,
10595,3,2,S2 ,mm-hmm,,30:22.0,30:23.0,00:01.0,,,,,,
10596,3,2,S2 ,,so my mom just buy pause filler Peeps,30:25.0,30:28.0,00:03.0,,,,,,
10597,3,2,S2 ,,but they're blue raspberry flavored,30:28.0,30:31.0,00:03.0,,,,,,
10598,3,2,S2 ,,and it was really weird,30:31.0,30:34.0,00:03.0,,,,,,
10599,3,2,S2 ,it sounds weird,,30:34.0,30:35.0,00:01.0,,,,,,
10600,3,2,S2 ,I should've known they're flavored Peeps,,30:35.0,30:41.0,00:06.0,,,,,,
10601,3,2,S2 ,I thought they were just marshmallow flavored,,30:41.0,30:43.0,00:02.0,,,,,,
10602,3,2,S2 ,,me too (laughter),30:43.0,30:43.0,00:00.0,,,,,,
10603,3,2,S2 ,and sugar on top,,30:43.0,30:44.0,00:01.0,,,,,,
10604,3,2,S2 ,,so until now I mean they have them for Easter Christmas Halloween every holiday basically,30:45.0,30:55.0,00:10.0,,,,,,
10605,3,2,S2 ,,these are probably my new favorite type of Skittles,30:56.0,31:05.0,00:09.0,,,,,SD,
10606,3,2,S2 ,I see,,31:06.0,31:11.0,00:05.0,,,,,,
10607,3,2,S2 ,I don't really like the new green ones,,31:12.0,31:17.0,00:05.0,,,,,,SD
10608,3,2,S2 ,,melon berry,31:18.0,31:19.0,00:01.0,,,,,,
10609,3,2,S2 ,I know,,31:19.0,31:19.0,00:00.0,,,,,,
10610,3,2,S2 ,okay come on see what flavor just,,31:19.0,31:29.0,00:10.0,,,,,,
10611,3,2,S2 ,we got to try,,31:30.0,31:36.0,00:06.0,,,,,,
10612,3,2,S2 ,there's a red one,,31:36.0,31:37.0,00:01.0,,,,,,
10613,3,2,S2 ,,so would you want to go to college here,31:38.0,31:44.0,00:06.0,,,,,QE,
10614,3,2,S2 ,pause filler I mean I think so,,31:45.0,31:48.0,00:03.0,,,,,,
10615,3,2,S2 ,I don't know because there's like I mean it's a nice school,,31:48.0,32:03.0,00:15.0,,,,,,
10616,3,2,S2 ,so yeah I'm not actually sure,,32:04.0,32:12.0,00:08.0,,,,,,
10617,3,2,S2 ,like I'm not actually sure what I want to major in I guess so,,32:15.0,32:34.0,00:19.0,,,,,,SD
10618,3,2,S2 ,,you don't have any idea what you want to be when you grow up,32:34.0,32:46.0,00:12.0,,,,,QE,
10619,3,2,S2 ,somewhat but not really,,32:48.0,32:50.0,00:02.0,,,,,,SD
10620,3,2,S2 ,,what is your somewhat idea,32:51.0,32:52.0,00:01.0,,,,,QE,
10621,3,2,S2 ,I don't know,,32:52.0,32:53.0,00:01.0,,,,,,
10622,3,2,S2 ,maybe I'm thinking maybe I'd be like a computer scientist or something like that-ish,,32:53.0,33:01.0,00:08.0,,,,,,SD
10623,3,2,S2 ,you know I like computers,,33:01.0,33:03.0,00:02.0,,,,,,SD
10624,3,2,S2 ,,that's cool,33:03.0,33:04.0,00:01.0,,,LP,,,
10625,3,2,S2 ,what about you,,33:04.0,33:06.0,00:02.0,,,,,,QE
10626,3,2,S2 ,,well as I told you last week I'm really into like theater and stuff,33:06.0,33:10.0,00:04.0,,,,,SD,
10627,3,2,S2 ,,and I do musical theater,33:11.0,33:12.0,00:01.0,,,,,SD,
10628,3,2,S2 ,,and I do shows and everything,33:12.0,33:15.0,00:03.0,,,,,SD,
10629,3,2,S2 ,,and CMU is probably like one of the,33:15.0,33:17.0,00:02.0,,,,,,
10630,3,2,S2 ,yeah,,33:17.0,33:18.0,00:01.0,,,,,,
10631,3,2,S2 ,,it's one of the best like stuff for theater in the country,33:18.0,33:20.0,00:02.0,,,,,,
10632,3,2,S2 ,,so this is like my dream school to go here for that,33:21.0,33:25.0,00:04.0,,,,,SD,
10633,3,2,S2 ,oh yeah yeah it's sort of weird because,,33:26.0,33:30.0,00:04.0,,,,,,
10634,3,2,S2 ,you don't really because you know pause filler this school it's like has a really good computer science and theater thing,,33:30.0,33:38.0,00:08.0,,,,,,
